0.26,0.14796915172,0.135,90;
0.195,0.14796915172,0.135,90;
0.13,0.14796915172,0.135,90;
0.26,0.14796915172,0.09,90;
0.195,0.14796915172,0.09,90;
0.13,0.14796915172,0.09,90;
0.195,0.638780903795,0.045,90;
0.26,0.638780903795,0.045,90;
0.13,0.638780903795,0.045,90;
0.195,0.330909337294,0.045,0;
0.195,0.14796915172,0.045,90;
0.13,0.14796915172,0.045,90;
0.26,0.14796915172,0.045,90;
0.195,0.395909337294,0.045,0;
0.195,0.460909337294,0.045,0
